company1@gmail.com,15,"Ossobuco 500g CSV",NULL,7.50,Abruzzo,carne,https://www.alpassofood.com/wp-content/uploads/2022/07/ossobuco-600x600.jpeg
company4@gmail.com,16,"Salame Dei Monti Lattari 500g CSV",NULL,10.00,Campania,carne,https://www.specialitadallacampania.it/wp-content/uploads/2013/07/salame-dei-monti-lattari-san-giovanni-scaled.jpg
company4@gmail.com,17,"Pancetta al pepe, finocchietto e alloro 1Kg CSV",NULL,15.00,Campania,carme,https://www.specialitadallacampania.it/wp-content/uploads/2013/07/pancetta_arrotolata_g.jpg
company4@gmail.com,18,"Caciocavallo 600g CSV",NULL,11.70,Campania,formaggio,https://www.gustotosto.it/wp-content/uploads/2020/11/Caciocavallo_1800x800-600x600.jpg
company4@gmail.com,19,"Cacioricotta del cilento 300g CSV",NULL,6.00,Campania,formaggio,https://www.gustotosto.it/wp-content/uploads/2020/11/Cacioricotta-Capra-Cilento-Slow-Food-800x800-1-600x600.jpg
company4@gmail.com,20,"Calamarata 500g CSV",NULL,3.30,Campania,pasta,https://www.gustotosto.it/wp-content/uploads/2020/06/calamarata-2-600x600.jpg
company4@gmail.com,21,"Conchiglione 500g CSV",NULL,3.30,Campania,pasta,https://www.gustotosto.it/wp-content/uploads/2023/02/CONCHIGLIONE-2--600x600.jpg
company4@gmail.com,22,"Ditalini 500g CSV",NULL,3.30,Campania,pasta,https://www.gustotosto.it/wp-content/uploads/2023/02/DITALINI-2--600x600.jpg
company4@gmail.com,23,"Ceci cilentani CSV",NULL,2.60,Campania,legumi,https://www.gustotosto.it/wp-content/uploads/2020/11/Ceci-Cilentani-1-600x600.jpg
company4@gmail.com,24,"Soppressata Cilentana 250g CSV",NULL,7.22,Campania,carne,https://www.saporitipicicampani.it/683-thickbox_default/soppressata-cilentana-stagionata-250g-sottovuoto-stagionatura-45-giorni-salumi-tomeo.jpg
company4@gmail.com,25,"Schiacciata piccante 300g CSV",NULL,7.28,Campania,carne,https://www.saporitipicicampani.it/796-thickbox_default/schiacciata-piccante-300g-sottovuoto-stagionatura-50-giorni-salumi-cembalo.jpg
company4@gmail.com,26,"Salame Dolce 400g CSV",NULL,9.01,Campania,carne,https://www.saporitipicicampani.it/816-home_default/salame-dolce-400g-sottovuoto-stagionatura-50-giorni-salumi-cembalo.jpg
company2@gmail.com,27,"Cicerchie Tostate 100g CSV",NULL,3.74,Basilicata,legumi,NULL
company2@gmail.com,28,"Orechiette Senatore 500g CSV",NULL,3.85,Basilicata,pasta,NULL
company2@gmail.com,29,"Scamorza Podolica 300g CSV",NULL,8.98,Basilicata,formaggio,NULL
company3@gmail.com,30,"Lumaconi 500g CSV",NULL,3.50,Calabria,pasta,https://www.sibarizia.it/wp-content/uploads/2019/05/6B4E9641-5602-4700-9E2A-070ECFA4056C.png
company3@gmail.com,31,"Pennoni 500g CSV",NULL,3.50,Calabria,pasta,https://www.sibarizia.it/wp-content/uploads/2019/05/13EDBA2C-C028-4F80-89FB-D2C7187FC0DE.png
company3@gmail.com,32,"Cipolla di tropea 2Kg CSV",NULL,8.91,Calabria,verdura,https://www.sibarizia.it/wp-content/uploads/2020/05/5631D2C2-00AC-4155-A039-A0FE23309D4C.jpeg
company3@gmail.com,33,"Olive Arriganate 500g CSV",NULL,4.50,Calabria,verdura,https://www.sibarizia.it/wp-content/uploads/2020/11/Progetto-senza-titolo-6.png
company3@gmail.com,34,"Nduja in budello 500g CSV",NULL,11.90,Calabria,carne,https://www.sibarizia.it/wp-content/uploads/2019/06/3C4EC7D3-2809-423C-B00D-398E4B042D95.png
company5@gmail.com,35,"Prosciutto di parma 10Kg CSV",NULL,322.61,"Emilia Romagna",carne,https://www.saporitipiciemiliani.it/281-home_default/prosciutto-di-parma-dop-con-osso-cantina-piu-di-24-lune-10-kg-stagionato-24-mesi-devodier.jpg
company5@gmail.com,36,"Culatta Emilia 4,5Kg",NULL,192.68,"Emilia Romagna",formaggio,https://www.saporitipiciemiliani.it/295-home_default/culatta-emilia-45-kg-con-anchetta-stagionato-16-mesi-devodier.jpg
company5@gmail.com,37,"Parmigiano Reggiano 1Kg CSV",NULL,46.78,"Emilia Romagna",formaggio,https://www.foodexplore.com/media/catalog/product/cache/cfb506310985da6e6b5b75be9be619ee/p/a/parmigiano-reggiano-vacche-rosse-24-mesi_2.jpg
company5@gmail.com,38,"Ciliegia di Vignola 1Kg CSV",NULL,8.99,"Emilia Romagna",frutta,https://i0.wp.com/www.fruitbookmagazine.it/wp-content/uploads/2022/05/ciliegie-vignola-bauletto.jpg?w=1200&ssl=1
company5@gmail.com,39,"Mandorla piacentina 1Kg CSV",NULL,19.90,"Emilia Romagna",frutta,https://cdn-gcpni.nitrocdn.com/nmRwbUmgqvOQBClindfmmDUibaNMeLWx/assets/images/optimized/rev-1875a14/image/cache/catalog/produttori/00082/00082_sof60_20220427213902657863-550x550h.webp
company6@gmail.com,40,"Cotechino 950g CSV",NULL,13.90,"Friuli Venezia Giulia",carne,https://www.latuabottegaitaliana.it/wp-content/uploads/2022/03/cotechino.jpg
company7@gmail.com,41,"Pecorino romano 3,5Kg CSV",NULL,152.88,Lazio,formaggio,https://www.saporitipicilaziali.it/432-home_default/pecorino-romano-dop-in-ottavi-sv-33-35-kg-caseificio-storico-amatrice.jpg
company8@gmail.com,42,"Olive tagiasche in salamoia 180g CSV",NULL,3.00,Liguria,verdura,https://www.gustotosto.it/wp-content/uploads/2020/07/olive_salamoia.jpg
company9@gmail.com,43,"Bresaola di Limousine 1Kg CSV",NULL,49.01,Lombardia,carne,https://www.saporitipicilombardi.it/1410-thickbox_default/bresaola-di-limousine-valchiavenna-artigianale-sottovuoto-trancio-1kg-stagionatura-35gg-brisval-bresaole-carni-pregiate.jpg
company10@gmail.com,44,"Salsiccia Notrana 600g CSV",NULL,8.00,Marche,carne,https://www.marcheintavola.com/953-medium_default/salsicce-stagionate.jpg
company11@gmail.com,45,"Ventricina Piccante 600g CSV",NULL,11.90,Molise,carne,https://cantinamolisana.it/wp-content/uploads/2021/04/Ventricina-Piccante.jpg
company12@gmail.com,46,"Caciotta caprina 750g CSV",NULL,21.50,Piemonte,formaggio,https://www.foodexplore.com/media/catalog/product/cache/22b265966495d7bb7934212431ff990f/c/a/caciotta-caprina-botalla_2.jpg
company13@gmail.com,47,"Taralli 500g CSV",NULL,3.01,Puglia,pasta,https://shop.laterradipuglia.it/2565-large_default/taralli-alle-olive-leccine-e-capperi.jpg
company14@gmail.com,48,"Pistoccu 500g CSV",NULL,3.60,Sardegna,pasta,https://cuordisardegna.com/2578-large_default/pistoccu-integrale-di-villagrande-strisaili-demurtas.jpg
company15@gmail.com,49,"Primo sale 500g CSV",NULL,6.90,Sicilia,formaggio,https://www.dallasicilia.com/wp-content/uploads/Primo-Sale-Caseificio-Puzzillo-300x300.png
company16@gmail.com,50,"Linguine 250g CSV",NULL,4.12,Toscana,pasta,https://www.saporitipicitoscani.it/93-home_default/zafferano-linguine-lorenzo-il-magnifico-250-gr-pasta-aromatizzata-antico-pastificio-morelli.jpg
company17@gmail.com,51,"Prosciutto di cervo 400g CSV",NULL,36.50,"Trentino Alto Adige",carne,https://www.foodexplore.com/media/catalog/product/cache/22b265966495d7bb7934212431ff990f/p/r/prosciutto-di-cervo-vontavon.jpg
company18@gmail.com,52,"Tartufo estivo 500g CSV",NULL,176.00,Umbria,frutta,https://www.saporitipiciumbri.it/277-thickbox_default/tartufo-estivo-intero-congelato-500-g-tartufi-alfonso-fortunati.jpg
company19@gmail.com,53,"Fontina 200g CSV",NULL,4.57,"Val d'Aosta",formaggio,https://www.saporitipicivaldostani.it/123-thickbox_default/fontina-dop-porzionata-200g-peso-variabile-200-g-caseificio-artigiano-variney-elisei-duclos.jpg
company20@gmail.com,54,"Bastardo del grappa 3Kg CSV",NULL,46.80,Veneto,formaggio,https://www.saporitipicivaldostani.it/123-thickbox_default/fontina-dop-porzionata-200g-peso-variabile-200-g-caseificio-artigiano-variney-elisei-duclos.jpg
